Date,Open,High,Low,Close,Adj Close,Volume
17/09/2010,39.669998,39.708572,39.097141,39.33857,34.331295,158619300
20/09/2010,39.439999,40.540001,39.407143,40.46143,35.311234,164669400
21/09/2010,40.55143,41.049999,40.398571,40.53857,35.378551,167018600
22/09/2010,40.387142,41.139999,40.344284,41.107143,35.874737,146322400
23/09/2010,40.904285,41.822857,40.857143,41.274284,36.020611,196529200
24/09/2010,41.728573,41.932858,41.507141,41.759998,36.444504,162372000
27/09/2010,41.997143,42.104286,41.572857,41.594284,36.299877,120708700
28/09/2010,41.681427,41.681427,39.285713,40.98,35.763786,258760600
29/09/2010,41.032856,41.401428,40.857143,41.052856,35.82737,117411000
30/09/2010,41.285713,41.42857,40.17857,40.535713,35.376045,168347900
1/10/2010,40.878571,40.939999,40.192856,40.360001,35.222706,112035700
4/10/2010,40.228573,40.414288,39.681427,39.805714,34.738964,108825500
5/10/2010,40.285713,41.349998,40.259998,41.277142,36.023102,125491800
6/10/2010,41.369999,41.712856,40.751427,41.312859,36.054283,167717200
7/10/2010,41.477142,41.497143,40.987144,41.317142,36.058006,102099900
8/10/2010,41.672855,42.07143,41.42857,42.009998,36.662678,164600800
11/10/2010,42.105713,42.462856,42.085712,42.194286,36.823505,106938300
12/10/2010,42.201427,42.785713,41.784286,42.648571,37.219971,139636000
13/10/2010,42.885715,43.137142,42.828571,42.877144,37.419449,157523100
14/10/2010,43.098572,43.209999,42.914288,43.187141,37.689987,108824100
15/10/2010,43.919998,45,43.558571,44.962856,39.239674,230548500
18/10/2010,45.495716,45.57143,44.898571,45.42857,39.646122,273252700
19/10/2010,43.342857,44.824287,42.860001,44.212856,38.585148,308196000
20/10/2010,44.142857,44.892857,43.83857,44.361427,38.714806,180406100
21/10/2010,44.622856,44.962856,43.828571,44.217144,38.588886,137865000
22/10/2010,44.152859,44.291428,43.757141,43.924286,38.333309,93194500
25/10/2010,44.155716,44.514286,44.062859,44.119999,38.504105,98115500
26/10/2010,43.83857,44.248573,43.664288,44.007141,38.405609,98232400
27/10/2010,43.950001,44.271427,43.657143,43.975716,38.378185,99750700
28/10/2010,43.992859,44,42.985714,43.605713,38.055279,137762800
29/10/2010,43.46143,43.697144,42.98143,42.997143,37.524178,107627800
1/11/2010,43.174286,43.657143,43.171429,43.454285,37.923126,105972300
2/11/2010,43.857143,44.312859,43.857143,44.194286,38.568939,108482500
3/11/2010,44.48143,44.697144,44.075714,44.685715,38.997818,127087100
4/11/2010,45.064285,45.740002,45.004284,45.467144,39.679779,160622000
5/11/2010,45.427143,45.652859,45.25,45.304287,39.537655,90313300
8/11/2010,45.314285,45.681427,45.251427,45.517143,39.723412,70439600
9/11/2010,45.864285,45.900002,44.92857,45.154285,39.406746,95886000
10/11/2010,45.234287,45.53857,44.792858,45.432858,39.649841,96056800
11/11/2010,45,45.485714,44.892857,45.235714,39.477818,90321000
12/11/2010,45.142857,45.214287,43.375713,44.004284,38.403114,198961700
15/11/2010,44.065716,44.362858,43.752857,43.862858,38.279694,100901500
16/11/2010,43.674286,43.942856,42.759998,43.084286,37.600227,164412500
17/11/2010,43.028572,43.427143,42.537144,42.92857,37.464325,119862400
18/11/2010,43.599998,44.238571,43.527142,44.061428,38.452991,123622800
19/11/2010,43.995716,44.057144,43.605713,43.818573,38.241047,96210800
22/11/2010,43.811428,44.765713,43.695713,44.765713,39.067635,98268800
23/11/2010,44.349998,44.535713,43.794285,44.104286,38.490391,129861900
24/11/2010,44.57143,45.057144,44.535713,44.971428,39.247162,103431300
26/11/2010,44.82,45.385715,44.705715,45,39.272099,59396400
29/11/2010,45.07143,45.354286,44.482857,45.267143,39.505241,111446300
30/11/2010,44.791428,44.908573,44.41,44.450001,38.79211,125464500
1/12/2010,45.03857,45.392857,45,45.200001,39.44664,115437700
2/12/2010,45.361427,45.57143,44.984287,45.450001,39.664806,115709300
3/12/2010,45.287144,45.521427,45.191429,45.348572,39.576302,85523200
6/12/2010,45.52,46.047142,45.488571,45.735714,39.914165,112120400
7/12/2010,46.257141,46.284286,45.445713,45.458572,39.672298,97863500
8/12/2010,45.66143,45.860001,45.30143,45.85857,40.021374,80483900
9/12/2010,46.01857,46.07143,45.574287,45.68,39.865536,73537800
10/12/2010,45.664288,45.864285,45.514286,45.794285,39.965282,65627800
13/12/2010,46.33857,46.437141,45.857143,45.952858,40.103664,109953900
14/12/2010,45.96143,46.077145,45.57143,45.755714,39.931622,87752000
15/12/2010,45.714287,46.142857,45.598572,45.765713,39.940342,104328000
16/12/2010,45.869999,46.087143,45.728573,45.892857,40.051304,80507700
17/12/2010,45.947144,45.970001,45.747143,45.80143,39.971519,96732300
20/12/2010,45.942856,46.17857,45.46143,46.029999,40.17099,96402600
21/12/2010,46.142857,46.341427,46.007141,46.314285,40.41909,64088500
22/12/2010,46.337143,46.531429,46.221428,46.451427,40.538776,66480400
23/12/2010,46.42857,46.450001,46.167141,46.228573,40.344284,55789300
27/12/2010,46.121429,46.491428,45.931427,46.382858,40.478931,62454000
28/12/2010,46.558571,46.665714,46.437141,46.495716,40.577423,43981000
29/12/2010,46.602856,46.635715,46.442856,46.470001,40.554985,40784800
30/12/2010,46.497143,46.501427,46.150002,46.237144,40.351772,39373600
31/12/2010,46.135715,46.21143,45.901428,46.080002,40.21463,48377000
3/01/2011,46.52,47.18,46.405716,47.081429,41.088589,111284600
4/01/2011,47.491428,47.5,46.878571,47.327145,41.303032,77270200
5/01/2011,47.078571,47.762856,47.07143,47.714287,41.640896,63879900
6/01/2011,47.817142,47.892857,47.557144,47.675713,41.607231,75107200
7/01/2011,47.712856,48.049999,47.414288,48.017143,41.905193,77982800
10/01/2011,48.404285,49.032856,48.167141,48.921429,42.694374,112140000
11/01/2011,49.26857,49.279999,48.495716,48.805714,42.59338,111027000
12/01/2011,49.035713,49.204285,48.857143,49.202858,42.93998,75647600
13/01/2011,49.308571,49.52,49.121429,49.382858,43.09708,74195100
14/01/2011,49.412857,49.782856,49.205715,49.782856,43.446156,77210000
18/01/2011,47.074287,49.251427,46.57143,48.664288,42.469959,470249500
19/01/2011,49.764286,49.799999,48.125713,48.405716,42.244305,283903200
20/01/2011,48.061428,48.328571,47.16,47.525715,41.476322,191197300
21/01/2011,47.681427,47.84,46.66143,46.674286,40.73325,188600300
24/01/2011,46.695713,48.207142,46.674286,48.207142,42.071011,143670800
25/01/2011,48.047142,48.777142,47.795715,48.771427,42.563461,136717000
26/01/2011,48.994286,49.371429,48.785713,49.121429,42.868916,126718900
27/01/2011,49.111427,49.241428,48.975716,49.029999,42.78912,71256500
28/01/2011,49.167141,49.200001,47.647144,48.014286,41.902706,148014300
31/01/2011,47.971428,48.577145,47.757141,48.474285,42.304157,94311700
1/02/2011,48.757141,49.378571,48.71143,49.290001,43.016052,106658300
2/02/2011,49.207142,49.32143,49.078571,49.188572,42.927513,64738800
3/02/2011,49.114285,49.177143,48.364285,49.062859,42.81781,98449400
4/02/2011,49.091427,49.528572,49.072857,49.5,43.19931,80460100
7/02/2011,49.69857,50.464287,49.662857,50.26857,43.870049,121255400
8/02/2011,50.525715,50.78857,50.307144,50.742859,44.28397,95260200
9/02/2011,50.741428,51.285713,50.695713,51.165714,44.652996,120686300
10/02/2011,51.055714,51.42857,49.714287,50.648571,44.201687,232137500
11/02/2011,50.67857,51.114285,50.505714,50.978573,44.489674,91893200
14/02/2011,50.970001,51.354286,50.958572,51.311428,44.780159,77604100
15/02/2011,51.312859,51.424286,51.078571,51.414288,44.869934,71043700
16/02/2011,51.542858,52.128571,51.5,51.875713,45.272617,120289400
17/02/2011,51.035713,51.467144,50.931427,51.185715,44.670448,132645800
18/02/2011,51.244286,51.357143,49.931427,50.080002,43.705486,204014300
22/02/2011,48.878571,49.342857,48.245716,48.372856,42.215637,218138900
23/02/2011,48.395714,49.234287,48.372856,48.945713,42.715576,167963600
24/02/2011,49.145714,49.307144,48.33857,48.982857,42.747986,124975200
25/02/2011,49.322857,49.775715,49.257141,49.737144,43.406265,95004700
28/02/2011,50.177143,50.721428,50.16,50.458572,44.035866,100768500
1/03/2011,50.781429,50.817142,49.668571,49.901428,43.549633,114034200
2/03/2011,49.994286,50.621429,49.771427,50.302856,43.899967,150647700
3/03/2011,51.027142,51.398571,50.845715,51.365715,44.827538,125197100
4/03/2011,51.438572,51.470001,51.107143,51.42857,44.882393,113316700
7/03/2011,51.628571,51.667141,50.187141,50.765713,44.303917,136530800
8/03/2011,50.701427,51.057144,50.32143,50.822857,44.353771,89079200
9/03/2011,50.669998,50.68,50.085712,50.352856,43.943607,113326500
10/03/2011,49.874287,49.967144,49.271427,49.524284,43.22049,126884800
11/03/2011,49.332859,50.331429,49.285713,50.284286,43.883755,117770100
14/03/2011,50.454285,50.925713,50.187141,50.508572,44.079494,108989300
15/03/2011,48.871429,49.691429,48.585712,49.347141,43.065899,180270300
16/03/2011,48.857143,49,46.60857,47.144287,41.143436,290502800
17/03/2011,48.118572,48.515713,47.237144,47.805714,41.720676,164855600
18/03/2011,48.16143,48.314285,47.142857,47.238571,41.225719,188303500
21/03/2011,47.998573,48.534286,47.894287,48.471428,42.301651,102350500
22/03/2011,48.937141,48.945713,48.44857,48.742859,42.538532,81480700
23/03/2011,48.468571,48.602856,47.992859,48.455715,42.287937,93249100
24/03/2011,48.835712,49.42857,48.408573,49.281429,43.008549,101178000
25/03/2011,49.724285,50.294285,49.574287,50.220001,43.82766,112227500
28/03/2011,50.450001,50.617142,50.062859,50.062859,43.690514,77338800
29/03/2011,49.665714,50.137142,49.437141,50.137142,43.755348,88225200
30/03/2011,50.091427,50.125713,49.634285,49.804287,43.464855,82351500
31/03/2011,49.48,49.971428,49.437141,49.787144,43.449902,68504800
1/04/2011,50.158573,50.227142,49.042858,49.222858,42.957443,104665400
4/04/2011,49.187141,49.228573,48.342857,48.741428,42.537289,115021200
5/04/2011,48.14143,48.892857,48,48.412857,42.250538,120682800
6/04/2011,48.745716,49.128571,48.162857,48.291428,42.144566,100634800
7/04/2011,48.299999,48.632858,48.004284,48.297142,42.149555,93361800
8/04/2011,48.560001,48.592857,47.707142,47.865715,41.773041,94383800
11/04/2011,47.722858,47.952858,47.145714,47.257141,41.241943,99736700
12/04/2011,47.212856,47.675713,47.171429,47.485714,41.44141,106409800
13/04/2011,47.860001,48.02,47.502857,48.01857,41.906445,86555000
14/04/2011,47.828571,48,47.437141,47.488571,41.443893,75450200
15/04/2011,47.614285,47.662857,46.685715,46.779999,40.82552,113401400
18/04/2011,46.585712,47.46143,45.737144,47.407143,41.372845,152474700
19/04/2011,47.585712,48.282856,47.387142,48.265713,42.122116,104844600
20/04/2011,49.072857,49.392857,48.785713,48.915714,42.6894,175166600
21/04/2011,50.714287,50.732857,49.78857,50.099998,43.722942,188452600
25/04/2011,50.048573,50.535713,50.042858,50.43,44.010933,66636500
26/04/2011,50.517143,50.712856,49.907143,50.060001,43.688015,84700000
27/04/2011,50.32,50.335712,49.585712,50.021427,43.654369,89053300
28/04/2011,49.455715,49.964287,49.360001,49.535713,43.230473,90239800
29/04/2011,49.540001,50.564285,49.524284,50.01857,43.651855,251586300
2/05/2011,49.962856,50.067142,49.357143,49.468571,43.171875,110678400
3/05/2011,49.712856,49.984287,49.374287,49.742859,43.41124,78337000
4/05/2011,49.751427,50.261429,49.554287,49.938572,43.582054,97312600
5/05/2011,49.771427,50.135715,49.435715,49.535713,43.230473,83992300
6/05/2011,49.955715,50,49.458572,49.522858,43.219261,70033600
9/05/2011,49.694286,49.885715,49.504284,49.657143,43.336445,51186800
10/05/2011,49.841427,49.955715,49.522858,49.921429,43.567093,70522900
11/05/2011,49.860001,50,49.32,49.604286,43.290321,84000000
12/05/2011,49.445713,49.58857,48.895714,49.509998,43.208035,80500000
13/05/2011,49.380001,49.464287,48.621429,48.642857,42.451263,81529000
16/05/2011,48.457142,48.745716,47.514286,47.614285,41.553616,112443800
17/05/2011,47.42857,48.02,47.247143,48.02,41.907684,113083600
18/05/2011,48.067142,48.721428,48,48.552856,42.372723,83694100
19/05/2011,48.868572,48.915714,48.381428,48.647144,42.455002,65292500
20/05/2011,48.508572,48.707142,47.860001,47.888573,41.792984,84492100
23/05/2011,47.138573,47.997143,47.060001,47.771427,41.690754,95900000
24/05/2011,47.92857,47.985714,47.334286,47.455715,41.415226,80481800
25/05/2011,47.632858,48.365715,47.549999,48.111427,41.987469,73556000
26/05/2011,47.995716,48.127144,47.775715,47.857143,41.765553,55640200
27/05/2011,47.828571,48.232857,47.758572,48.201427,42.066017,50899800
31/05/2011,48.728573,49.689999,48.714287,49.689999,43.365128,104438600
1/06/2011,49.83857,50.304287,49.235714,49.35857,43.075878,138670700
2/06/2011,49.5,49.71143,49.185715,49.442856,43.149426,84695800
3/06/2011,49.025715,49.332859,48.85857,49.062859,42.81781,78312500
6/06/2011,49.385715,49.578571,48.258572,48.291428,42.144566,115485300
7/06/2011,48.310001,48.317142,47.414288,47.434284,41.396526,132446300
8/06/2011,47.397144,47.828571,47.235714,47.462856,41.421474,83430900
9/06/2011,47.607143,47.667141,47.25,47.355713,41.327965,68772200
10/06/2011,47.221428,47.380001,46.501427,46.557144,40.631039,108488800
13/06/2011,46.742859,46.901428,46.438572,46.657143,40.718304,82368300
14/06/2011,47.142857,47.607143,47.044285,47.491428,41.446396,83642300
15/06/2011,47.107143,47.185715,46.41143,46.67857,40.737003,99799000
16/06/2011,46.700001,46.954285,45.475716,46.451427,40.538776,127647800
17/06/2011,46.998573,47.035713,45.622856,45.751427,39.927876,153755000
20/06/2011,45.337143,45.385715,44.357143,45.045715,39.311993,160161400
21/06/2011,45.240002,46.542858,45.028572,46.471428,40.556232,123345600
22/06/2011,46.451427,46.985714,46.054287,46.087143,40.220863,97645800
23/06/2011,45.562859,47.384285,45.445713,47.318573,41.29554,139939800
24/06/2011,47.33857,47.592857,46.441429,46.621429,40.687145,109951800
27/06/2011,46.798573,47.700001,46.75,47.434284,41.396526,84953400
28/06/2011,47.664288,48.099998,47.634285,47.894287,41.797989,73574900
29/06/2011,48.005714,48.052856,47.41143,47.720001,41.645863,88136300
30/06/2011,47.814285,48.01857,47.548573,47.952858,41.849091,80738700
1/07/2011,47.992859,49.07143,47.742859,49.037144,42.795357,108828300
5/07/2011,49,49.975716,48.92857,49.918571,43.564598,88763500
6/07/2011,49.849998,50.585712,49.529999,50.251427,43.855083,111156500
7/07/2011,50.667141,51.142857,50.57143,51.028572,44.533302,99915900
8/07/2011,50.477142,51.42857,50.314285,51.387142,44.846237,122408300
11/07/2011,50.905716,51.395714,50.402859,50.57143,44.13435,110668600
12/07/2011,50.504284,51.097141,49.802856,50.535713,44.10318,112902300
13/07/2011,51.189999,51.42857,50.91143,51.145714,44.635536,97909700
14/07/2011,51.572857,51.658573,50.905716,51.110001,44.60437,107633400
15/07/2011,51.595715,52.142857,51.310001,52.131428,45.495785,121116800
18/07/2011,52.204285,53.521427,52.182858,53.400002,46.602882,143163300
19/07/2011,54,54.092857,53.331429,53.835712,46.983139,204786400
20/07/2011,56.58857,56.610001,55.142857,55.271427,48.236103,235335100
