BillNo,Itemname,Quantity,Date,Price,CustomerID,cost
536378,STRAWBERRY LUNCH BOX WITH CUTLERY,6,1/12/2010 9:37,2.55,14688,15.3
536378,STRAWBERRY CHARLOTTE BAG,10,1/12/2010 9:37,0.85,14688,8.5
536378,LUNCH BAG RED RETROSPOT,10,1/12/2010 9:37,1.65,14688,16.5
536378,BLUE 3 PIECE POLKADOT CUTLERY SET,6,1/12/2010 9:37,3.75,14688,22.5
536378,LUNCH BOX WITH CUTLERY RETROSPOT,6,1/12/2010 9:37,2.55,14688,15.3
536378,TOMATO CHARLIE+LOLA COASTER SET,6,1/12/2010 9:37,2.95,14688,17.7
536378,JUMBO  BAG BAROQUE BLACK WHITE,10,1/12/2010 9:37,1.95,14688,19.5
536381,COOK WITH WINE METAL SIGN,1,1/12/2010 9:41,1.95,15311,1.95
536381,PINK BREAKFAST CUP AND SAUCER,1,1/12/2010 9:41,2.95,15311,2.95
536381,PHOTO CLIP LINE,1,1/12/2010 9:41,1.25,15311,1.25
536381,RETROSPOT LARGE MILK JUG,1,1/12/2010 9:41,4.95,15311,4.95
536381,EDWARDIAN PARASOL BLACK,2,1/12/2010 9:41,5.95,15311,11.9
536381,JUMBO SHOPPER VINTAGE RED PAISLEY,10,1/12/2010 9:41,1.95,15311,19.5
536381,RED TOADSTOOL LED NIGHT LIGHT,2,1/12/2010 9:41,1.65,15311,3.3
536381,PIGGY BANK RETROSPOT,1,1/12/2010 9:41,2.55,15311,2.55
536381,PHOTO CLIP LINE,3,1/12/2010 9:41,1.25,15311,3.75
536381,GLASS CLOCHE SMALL,3,1/12/2010 9:41,3.95,15311,11.85
536381,FELT EGG COSY WHITE RABBIT,1,1/12/2010 9:41,0.85,15311,0.85
536381,BLUE OWL SOFT TOY,1,1/12/2010 9:41,2.95,15311,2.95
536381,WHITE SPOT RED CERAMIC DRAWER KNOB,6,1/12/2010 9:41,1.25,15311,7.5
536381,"AIRLINE LOUNGE,METAL SIGN",2,1/12/2010 9:41,2.1,15311,4.2
536381,SKULL SHOULDER BAG,10,1/12/2010 9:41,1.65,15311,16.5
536381,DOORMAT FANCY FONT HOME SWEET HOME,10,1/12/2010 9:41,6.75,15311,67.5
536381,PAPER CHAIN KIT RETROSPOT,1,1/12/2010 9:41,2.95,15311,2.95
536381,BALLOON ART MAKE YOUR OWN FLOWERS,1,1/12/2010 9:41,1.95,15311,1.95
536381,GIRLY PINK TOOL SET,5,1/12/2010 9:41,4.95,15311,24.75
536381,CERAMIC CHERRY CAKE MONEY BANK,1,1/12/2010 9:41,1.45,15311,1.45
536381,PAPER CHAIN KIT 50'S CHRISTMAS,4,1/12/2010 9:41,2.95,15311,11.8
536381,YOU'RE CONFUSING ME METAL SIGN,3,1/12/2010 9:41,1.69,15311,5.07
536381,CERAMIC STRAWBERRY CAKE MONEY BANK,4,1/12/2010 9:41,1.45,15311,5.8
536381,YELLOW BREAKFAST CUP AND SAUCER,1,1/12/2010 9:41,2.95,15311,2.95
536381,SET OF 6 FUNKY BEAKERS,2,1/12/2010 9:41,2.95,15311,5.9
536381,ZINC WILLIE WINKIE  CANDLE STICK,1,1/12/2010 9:41,0.85,15311,0.85
536381,FELT EGG COSY CHICKEN,1,1/12/2010 9:41,0.85,15311,0.85
536381,TEA TIME DES TEA COSY,2,1/12/2010 9:41,2.55,15311,5.1
536381,GIN + TONIC DIET METAL SIGN,2,1/12/2010 9:41,2.1,15311,4.2
536381,EDWARDIAN PARASOL NATURAL,2,1/12/2010 9:41,5.95,15311,11.9
536381,SMALL HEART FLOWERS HOOK,6,1/12/2010 9:41,0.85,15311,5.1
536382,ANTIQUE GLASS DRESSING TABLE POT,8,1/12/2010 9:45,2.95,16098,23.6
536382,ALARM CLOCK BAKELIKE GREEN,4,1/12/2010 9:45,3.75,16098,15
536382,JUMBO SHOPPER VINTAGE RED PAISLEY,10,1/12/2010 9:45,1.95,16098,19.5
536382,3 TIER CAKE TIN RED AND CREAM,2,1/12/2010 9:45,14.95,16098,29.9
536382,3 TIER CAKE TIN GREEN AND CREAM,2,1/12/2010 9:45,14.95,16098,29.9
536382,SET 3 WICKER OVAL BASKETS W LIDS,4,1/12/2010 9:45,16.95,16098,67.8
536382,RECYCLING BAG RETROSPOT,10,1/12/2010 9:45,2.1,16098,21
536382,VINTAGE SNAKES & LADDERS,8,1/12/2010 9:45,3.75,16098,30
536384,CLASSIC METAL BIRDCAGE PLANT HOLDER,2,1/12/2010 9:53,12.75,18074,25.5
536384,ENAMEL FIRE BUCKET CREAM,6,1/12/2010 9:53,6.95,18074,41.7
536384,WOOD BLACK BOARD ANT WHITE FINISH,3,1/12/2010 9:53,6.45,18074,19.35
536384,ENAMEL BREAD BIN CREAM,8,1/12/2010 9:53,10.95,18074,87.6
536384,WHITE LOVEBIRD LANTERN,6,1/12/2010 9:53,2.95,18074,17.7
536384,CREAM HEART CARD HOLDER,4,1/12/2010 9:53,3.95,18074,15.8
536384,ENAMEL FLOWER JUG CREAM,3,1/12/2010 9:53,5.95,18074,17.85
536384,HANGING MEDINA LANTERN SMALL,6,1/12/2010 9:53,2.95,18074,17.7
536385,JUMBO BAG DOLLY GIRL DESIGN,10,1/12/2010 9:56,1.95,17420,19.5
536385,ORGANISER WOOD ANTIQUE WHITE,2,1/12/2010 9:56,8.5,17420,17
536385,JAM MAKING SET WITH JARS,6,1/12/2010 9:56,4.25,17420,25.5
536385,LUNCH BAG DOLLY GIRL DESIGN,10,1/12/2010 9:56,1.65,17420,16.5
536385,SET 3 WICKER OVAL BASKETS W LIDS,1,1/12/2010 9:56,19.95,17420,19.95
536388,HOME BUILDING BLOCK WORD,3,1/12/2010 9:59,5.95,16250,17.85
536388,DOORMAT FANCY FONT HOME SWEET HOME,2,1/12/2010 9:59,7.95,16250,15.9
536388,FIVE HEART HANGING DECORATION,6,1/12/2010 9:59,2.95,16250,17.7
536388,LOVE BUILDING BLOCK WORD,3,1/12/2010 9:59,5.95,16250,17.85
536388,HOME SMALL WOOD LETTERS,3,1/12/2010 9:59,4.95,16250,14.85
536388,GINGHAM HEART  DOORSTOP RED,3,1/12/2010 9:59,4.25,16250,12.75
536388,ROSE CARAVAN DOORSTOP,4,1/12/2010 9:59,6.75,16250,27
536389,BLUE DINER WALL CLOCK,2,1/12/2010 10:03,8.5,12431,17
536389,SET OF 3 COLOURED  FLYING DUCKS,6,1/12/2010 10:03,5.45,12431,32.7
536389,VINTAGE UNION JACK CUSHION COVER,8,1/12/2010 10:03,4.95,12431,39.6
536389,RED DINER WALL CLOCK,2,1/12/2010 10:03,8.5,12431,17
536389,SET OF 3 GOLD FLYING DUCKS,4,1/12/2010 10:03,6.35,12431,25.4
536389,RED RETROSPOT UMBRELLA,6,1/12/2010 10:03,5.95,12431,35.7
536389,IVORY DINER WALL CLOCK,2,1/12/2010 10:03,8.5,12431,17
536389,BLACK/BLUE POLKADOT UMBRELLA,3,1/12/2010 10:03,5.95,12431,17.85
536389,ALARM CLOCK BAKELIKE GREEN,4,1/12/2010 10:03,3.75,12431,15
536389,CHRISTMAS LIGHTS 10 REINDEER,6,1/12/2010 10:03,8.5,12431,51
536389,ALARM CLOCK BAKELIKE RED,4,1/12/2010 10:03,3.75,12431,15
536390,ROSE COTTAGE KEEPSAKE BOX,8,1/12/2010 10:19,8.5,17511,68
536390,CHRISTMAS LIGHTS 10 REINDEER,2,1/12/2010 10:19,8.5,17511,17
536392,PICNIC BASKET WICKER SMALL,4,1/12/2010 10:29,5.95,13705,23.8
536392,SET OF 6 SOLDIER SKITTLES,4,1/12/2010 10:29,3.75,13705,15
536392,3 STRIPEY MICE FELTCRAFT,6,1/12/2010 10:29,1.95,13705,11.7
536392,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,1,1/12/2010 10:29,165,13705,165
536393,RETROSPOT LAMP,8,1/12/2010 10:37,9.95,13747,79.6
536395,BLACK HEART CARD HOLDER,8,1/12/2010 10:47,3.95,13767,31.6
536395,SMALL GLASS HEART TRINKET POT,8,1/12/2010 10:47,2.1,13767,16.8
536395,ALARM CLOCK BAKELIKE RED,8,1/12/2010 10:47,3.75,13767,30
536395,ALARM CLOCK BAKELIKE GREEN,8,1/12/2010 10:47,3.75,13767,30
536395,HOT WATER BOTTLE TEA AND SYMPATHY,8,1/12/2010 10:47,3.95,13767,31.6
536395,ALARM CLOCK BAKELIKE IVORY,4,1/12/2010 10:47,3.75,13767,15
536395,CHICK GREY HOT WATER BOTTLE,8,1/12/2010 10:47,3.45,13767,27.6
536395,ALARM CLOCK BAKELIKE ORANGE,8,1/12/2010 10:47,3.75,13767,30
536396,CREAM CUPID HEARTS COAT HANGER,8,1/12/2010 10:51,2.75,17850,22
536396,WOOD S/3 CABINET ANT WHITE FINISH,4,1/12/2010 10:51,6.95,17850,27.8
536396,EDWARDIAN PARASOL BLACK,6,1/12/2010 10:51,4.95,17850,29.7
536396,EDWARDIAN PARASOL RED,6,1/12/2010 10:51,4.95,17850,29.7
536396,GLASS STAR FROSTED T-LIGHT HOLDER,6,1/12/2010 10:51,4.25,17850,25.5
536396,SET 7 BABUSHKA NESTING BOXES,2,1/12/2010 10:51,7.65,17850,15.3
536396,VINTAGE BILLBOARD DRINK ME MUG,6,1/12/2010 10:51,1.06,17850,6.36
536396,SAVE THE PLANET MUG,6,1/12/2010 10:51,1.06,17850,6.36
536396,IVORY EMBROIDERED QUILT,2,1/12/2010 10:51,35.75,17850,71.5
536396,WOOD 2 DRAWER CABINET WHITE FINISH,2,1/12/2010 10:51,4.95,17850,9.9
536396,RETRO COFFEE MUGS ASSORTED,6,1/12/2010 10:51,1.06,17850,6.36
536396,RED WOOLLY HOTTIE WHITE HEART.,6,1/12/2010 10:51,3.39,17850,20.34
536396,WHITE METAL LANTERN,6,1/12/2010 10:51,3.39,17850,20.34
536396,VINTAGE BILLBOARD LOVE/HATE MUG,6,1/12/2010 10:51,1.06,17850,6.36
536396,WOODEN PICTURE FRAME WHITE FINISH,6,1/12/2010 10:51,2.1,17850,12.6
536396,WHITE HANGING HEART T-LIGHT HOLDER,6,1/12/2010 10:51,2.55,17850,15.3
536396,KNITTED UNION FLAG HOT WATER BOTTLE,6,1/12/2010 10:51,3.39,17850,20.34
536398,CHOCOLATE HOT WATER BOTTLE,9,1/12/2010 10:52,4.95,13448,44.55
536398,BABUSHKA LIGHTS STRING OF 10,4,1/12/2010 10:52,6.75,13448,27
536398,DOORMAT FAIRY CAKE,2,1/12/2010 10:52,7.95,13448,15.9
536398,WHITE SKULL HOT WATER BOTTLE,4,1/12/2010 10:52,3.75,13448,15
536398,HOT WATER BOTTLE I AM SO POORLY,8,1/12/2010 10:52,4.65,13448,37.2
536398,RED RETROSPOT MUG,6,1/12/2010 10:52,2.95,13448,17.7
536398,SCOTTIE DOG HOT WATER BOTTLE,9,1/12/2010 10:52,4.95,13448,44.55
536398,PIGGY BANK RETROSPOT,8,1/12/2010 10:52,2.55,13448,20.4
536399,HAND WARMER UNION JACK,6,1/12/2010 10:52,1.85,17850,11.1
536398,HOT WATER BOTTLE TEA AND SYMPATHY,4,1/12/2010 10:52,3.95,13448,15.8
536398,SET 7 BABUSHKA NESTING BOXES,6,1/12/2010 10:52,8.5,13448,51
536399,HAND WARMER RED POLKA DOT,6,1/12/2010 10:52,1.85,17850,11.1
536398,SILK PURSE BABUSHKA PINK,6,1/12/2010 10:52,3.35,13448,20.1
536401,BLACK PIRATE TREASURE CHEST,2,1/12/2010 11:21,1.65,15862,3.3
536401,LADIES & GENTLEMEN METAL SIGN,1,1/12/2010 11:21,2.55,15862,2.55
536401,LUNCH BAG SPACEBOY DESIGN,2,1/12/2010 11:21,1.65,15862,3.3
536401,DISCO BALL ROTATOR BATTERY OPERATED,1,1/12/2010 11:21,4.25,15862,4.25
536401,ENAMEL FIRE BUCKET CREAM,2,1/12/2010 11:21,6.95,15862,13.9
536401,BIRD HOUSE HOT WATER BOTTLE,1,1/12/2010 11:21,2.55,15862,2.55
536401,METAL SIGN TAKE IT OR LEAVE IT,4,1/12/2010 11:21,2.95,15862,11.8
536401,WOOD 2 DRAWER CABINET WHITE FINISH,1,1/12/2010 11:21,5.95,15862,5.95
536401,LUNCH BAG PINK POLKADOT,1,1/12/2010 11:21,1.65,15862,1.65
536401,SET OF 6 T-LIGHTS SNOWMEN,1,1/12/2010 11:21,2.95,15862,2.95
536401,ASSORTED COLOUR MINI CASES,1,1/12/2010 11:21,7.95,15862,7.95
536401,BLUE NEW BAROQUE CANDLESTICK CANDLE,3,1/12/2010 11:21,2.95,15862,8.85
536401,SET OF 4 ENGLISH ROSE PLACEMATS,2,1/12/2010 11:21,3.75,15862,7.5
536401,YOU'RE CONFUSING ME METAL SIGN,2,1/12/2010 11:21,1.69,15862,3.38
536401,I'M ON HOLIDAY METAL SIGN,2,1/12/2010 11:21,2.1,15862,4.2
536401,S/6 SEW ON CROCHET FLOWERS,1,1/12/2010 11:21,1.25,15862,1.25
536401,JAZZ HEARTS PURSE NOTEBOOK,9,1/12/2010 11:21,0.85,15862,7.65
536401,WHITE HANGING HEART T-LIGHT HOLDER,4,1/12/2010 11:21,2.95,15862,11.8
536401,TEA TIME TABLE CLOTH,1,1/12/2010 11:21,10.65,15862,10.65
536401,SET OF 6 T-LIGHTS SANTA,1,1/12/2010 11:21,2.95,15862,2.95
536401,SCANDINAVIAN REDS RIBBONS,2,1/12/2010 11:21,1.25,15862,2.5
536401,RETROSPOT CIGAR BOX MATCHES,1,1/12/2010 11:21,1.25,15862,1.25
536401,SET OF 9 HEART SHAPED BALLOONS,2,1/12/2010 11:21,1.25,15862,2.5
536401,FAIRY CAKE FLANNEL ASSORTED COLOUR,9,1/12/2010 11:21,2.55,15862,22.95
536401,SILVER LOOKING MIRROR,3,1/12/2010 11:21,4.95,15862,14.85
536401,PICTURE DOMINOES,1,1/12/2010 11:21,1.45,15862,1.45
536401,LUNCH BAG RED RETROSPOT,1,1/12/2010 11:21,1.65,15862,1.65
536401,LAVENDER INCENSE IN TIN,1,1/12/2010 11:21,1.25,15862,1.25
536401,METAL SIGN HER DINNER IS SERVED,1,1/12/2010 11:21,2.95,15862,2.95
536401,SANDWICH BATH SPONGE,3,1/12/2010 11:21,1.25,15862,3.75
536401,CANDLEHOLDER PINK HANGING HEART,3,1/12/2010 11:21,2.95,15862,8.85
536401,TRIPLE PHOTO FRAME CORNICE,2,1/12/2010 11:21,9.95,15862,19.9
536401,LUNCH BAG WOODLAND,1,1/12/2010 11:21,1.65,15862,1.65
536401,TV DINNER TRAY VINTAGE PAISLEY,1,1/12/2010 11:21,4.95,15862,4.95
536401,SILK PURSE BABUSHKA RED,1,1/12/2010 11:21,3.35,15862,3.35
536401,BATHROOM METAL SIGN,1,1/12/2010 11:21,0.55,15862,0.55
536401,BOUDOIR SQUARE TISSUE BOX,1,1/12/2010 11:21,1.25,15862,1.25
536401,APPLE BATH SPONGE,1,1/12/2010 11:21,1.25,15862,1.25
536401,PINK OVAL JEWELLED MIRROR,1,1/12/2010 11:21,5.95,15862,5.95
536401,BREAD BIN DINER STYLE PINK,1,1/12/2010 11:21,16.95,15862,16.95
536401,SET OF 4 ENGLISH ROSE COASTERS,2,1/12/2010 11:21,1.25,15862,2.5
536401,PINK NEW BAROQUECANDLESTICK CANDLE,3,1/12/2010 11:21,2.95,15862,8.85
536401,JAM MAKING SET PRINTED,4,1/12/2010 11:21,1.45,15862,5.8
536401,STRAWBERRY BATH SPONGE,1,1/12/2010 11:21,1.25,15862,1.25
536401,SET/10 PINK POLKADOT PARTY CANDLES,1,1/12/2010 11:21,1.25,15862,1.25
536401,GROW YOUR OWN BASIL IN ENAMEL MUG,1,1/12/2010 11:21,2.1,15862,2.1
536401,MIRRORED DISCO BALL,1,1/12/2010 11:21,5.95,15862,5.95
536401,GUMBALL COAT RACK,5,1/12/2010 11:21,2.55,15862,12.75
536401,PHOTO FRAME CORNICE,1,1/12/2010 11:21,2.95,15862,2.95
536401,BALLOONS  WRITING SET,1,1/12/2010 11:21,1.65,15862,1.65
536401,DOORMAT TOPIARY,1,1/12/2010 11:21,7.95,15862,7.95
536401,FAMILY PHOTO FRAME CORNICE,1,1/12/2010 11:21,9.95,15862,9.95
536401,SET 20 NAPKINS FAIRY CAKES DESIGN,1,1/12/2010 11:21,0.85,15862,0.85
536401,ENGLISH ROSE HOT WATER BOTTLE,1,1/12/2010 11:21,4.25,15862,4.25
536401,KITCHEN METAL SIGN,1,1/12/2010 11:21,0.55,15862,0.55
536401,JUMBO BAG CHARLIE AND LOLA TOYS,4,1/12/2010 11:21,2.95,15862,11.8
536401,SKULLS SQUARE TISSUE BOX,2,1/12/2010 11:21,1.25,15862,2.5
536401,PICNIC BASKET WICKER SMALL,2,1/12/2010 11:21,5.95,15862,11.9
536401,STAR PORTABLE TABLE LIGHT,2,1/12/2010 11:21,2.95,15862,5.9
536401,TOILET METAL SIGN,2,1/12/2010 11:21,0.55,15862,1.1
536401,LUNCH BAG DOLLY GIRL DESIGN,1,1/12/2010 11:21,1.65,15862,1.65
536401,60 TEATIME FAIRY CAKE CASES,3,1/12/2010 11:21,0.55,15862,1.65
536401,COSY HOUR GIANT TUBE MATCHES,2,1/12/2010 11:21,2.55,15862,5.1
536401,SNOWFLAKE PORTABLE TABLE LIGHT,2,1/12/2010 11:21,2.95,15862,5.9
536404,LUNCH BAG SUKI  DESIGN,10,1/12/2010 11:29,1.65,16218,16.5
536404,LUNCH BAG CARS BLUE,10,1/12/2010 11:29,1.65,16218,16.5
536404,LUNCH BAG  BLACK SKULL.,10,1/12/2010 11:29,1.65,16218,16.5
536406,WHITE HANGING HEART T-LIGHT HOLDER,8,1/12/2010 11:33,2.55,17850,20.4
536406,RETRO COFFEE MUGS ASSORTED,6,1/12/2010 11:33,1.06,17850,6.36
536406,VINTAGE BILLBOARD LOVE/HATE MUG,6,1/12/2010 11:33,1.06,17850,6.36
536406,WOOD S/3 CABINET ANT WHITE FINISH,4,1/12/2010 11:33,6.95,17850,27.8
536406,EDWARDIAN PARASOL RED,6,1/12/2010 11:33,4.95,17850,29.7
536406,WHITE METAL LANTERN,8,1/12/2010 11:33,3.39,17850,27.12
536406,WOOD 2 DRAWER CABINET WHITE FINISH,4,1/12/2010 11:33,4.95,17850,19.8
536406,GLASS STAR FROSTED T-LIGHT HOLDER,6,1/12/2010 11:33,4.25,17850,25.5
536406,WOODEN FRAME ANTIQUE WHITE,6,1/12/2010 11:33,2.55,17850,15.3
536406,WOODEN PICTURE FRAME WHITE FINISH,6,1/12/2010 11:33,2.1,17850,12.6
536406,RED WOOLLY HOTTIE WHITE HEART.,6,1/12/2010 11:33,3.39,17850,20.34
536406,SET 7 BABUSHKA NESTING BOXES,2,1/12/2010 11:33,7.65,17850,15.3
536406,VINTAGE BILLBOARD DRINK ME MUG,6,1/12/2010 11:33,1.06,17850,6.36
536406,IVORY EMBROIDERED QUILT,2,1/12/2010 11:33,35.75,17850,71.5
536406,CREAM CUPID HEARTS COAT HANGER,8,1/12/2010 11:33,2.75,17850,22
536406,SAVE THE PLANET MUG,6,1/12/2010 11:33,1.06,17850,6.36
536406,KNITTED UNION FLAG HOT WATER BOTTLE,6,1/12/2010 11:33,3.39,17850,20.34
536407,HAND WARMER UNION JACK,6,1/12/2010 11:34,1.85,17850,11.1
536407,HAND WARMER RED POLKA DOT,6,1/12/2010 11:34,1.85,17850,11.1
536408,RED RETROSPOT UMBRELLA,3,1/12/2010 11:41,5.95,14307,17.85
536408,PHOTO FRAME CORNICE,8,1/12/2010 11:41,2.95,14307,23.6
536408,SILVER HANGING T-LIGHT HOLDER,6,1/12/2010 11:41,1.65,14307,9.9
536408,HOME BUILDING BLOCK WORD,3,1/12/2010 11:41,5.95,14307,17.85
536408,RIBBON REEL MAKING SNOWMEN,10,1/12/2010 11:41,1.65,14307,16.5
536408,RED 3 PIECE RETROSPOT CUTLERY SET,6,1/12/2010 11:41,3.75,14307,22.5
536408,ROTATING SILVER ANGELS T-LIGHT HLDR,6,1/12/2010 11:41,2.55,14307,15.3
536408,BLACK/BLUE POLKADOT UMBRELLA,3,1/12/2010 11:41,5.95,14307,17.85
536408,WHITE SKULL HOT WATER BOTTLE,4,1/12/2010 11:41,3.75,14307,15
536408,BLUE COAT RACK PARIS FASHION,3,1/12/2010 11:41,4.95,14307,14.85
536408,ASSORTED COLOUR BIRD ORNAMENT,8,1/12/2010 11:41,1.69,14307,13.52
536408,SET OF 6 SOLDIER SKITTLES,4,1/12/2010 11:41,3.75,14307,15
536408,HOT WATER BOTTLE TEA AND SYMPATHY,4,1/12/2010 11:41,3.95,14307,15.8
536408,3 PIECE SPACEBOY COOKIE CUTTER SET,6,1/12/2010 11:41,2.1,14307,12.6
536408,AIRLINE BAG VINTAGE TOKYO 78,4,1/12/2010 11:41,4.25,14307,17
536408,LOVE BUILDING BLOCK WORD,3,1/12/2010 11:41,5.95,14307,17.85
536408,RED WOOLLY HOTTIE WHITE HEART.,4,1/12/2010 11:41,3.75,14307,15
536408,DOORMAT HEARTS,2,1/12/2010 11:41,7.95,14307,15.9
536408,DOORMAT RED RETROSPOT,2,1/12/2010 11:41,7.95,14307,15.9
536408,RED HANGING HEART T-LIGHT HOLDER,6,1/12/2010 11:41,2.95,14307,17.7
536409,LARGE POPCORN HOLDER,1,1/12/2010 11:45,1.65,17908,1.65
536409,BLACK CANDELABRA T-LIGHT HOLDER,1,1/12/2010 11:45,2.1,17908,2.1
536409,RED HEART LUGGAGE TAG,1,1/12/2010 11:45,1.25,17908,1.25
